#PERMISSIVE
BEGIN 8 1
,,,,,,16,16,8
,,,,,,16,0,8
,,,,,,16,16,8
,,,,,,16,0,8
,,,,,,16,16,8
,,,,,,16,0,8
,,,,,,16,16,8
,,,,,,0,16,8
,,,,,,16,16,8
,,,,,,16,1,8
,,,,,,0,0,8
,,,,,,16,0,8
,,,,,,16,0,8
,,,,,,16,15,8
,,,,,,0,16,8
,,,,,,0,0,8
,,,,,,16,0,8
,,,,,,16,16,8
,,,,,,16,1,8
,,,,,,16,0,8
,,,,,,16,0,8
,,,,,,16,16,8
,,,,,,16,16,8
,,,,,,16,14,8
,,,,,,0,15,8
,,,,,,16,15,8
,,,,,,0,16,8
,,,,,,1,16,8
,,,,,,16,16,8
,,,,,,15,16,8
,,,,,,16,2,8
,,,,,,0,1,8
,,,,,,16,1,8
,,,,,,16,0,8
,,,,,,0,15,8
,,,,,,16,15,8
,,,,,,15,16,8
,,,,,,16,2,8
,,,,,,16,1,8
,,,,,,1,0,8
,,,,,,15,0,8
,,,,,,16,14,8
,,,,,,15,16,8
,,,,,,16,2,8
,,,,,,16,1,8
,,,,,,16,0,8
,,,,,,16,14,8
,,,,,,16,15,8
,,,,,,16,16,8
,,,,,,16,16,8
,,,,,,16,13,8
,,,,,,0,14,8
,,,,,,16,14,8
,,,,,,1,15,8
,,,,,,16,15,8
,,,,,,15,16,8
,,,,,,0,2,8
,,,,,,16,2,8
,,,,,,16,2,8
,,,,,,16,15,8
,,,,,,0,1,8
,,,,,,1,1,8
,,,,,,16,1,8
,,,,,,1,0,8
,,,,,,14,0,8
,,,,,,16,13,8
,,,,,,0,14,8
,,,,,,1,15,8
,,,,,,15,15,8
,,,,,,16,15,8
,,,,,,14,16,8
,,,,,,16,3,8
,,,,,,0,2,8
,,,,,,1,1,8
,,,,,,15,1,8
,,,,,,2,0,8
,,,,,,16,13,8
,,,,,,16,15,8
,,,,,,15,15,8
,,,,,,16,3,8
,,,,,,16,2,8
,,,,,,16,1,8
,,,,,,14,0,8
,,,,,,16,13,8
,,,,,,16,15,8
,,,,,,16,15,8
,,,,,,16,15,8
,,,,,,15,16,8
,,,,,,14,16,8
,,,,,,0,13,8
,,,,,,1,14,8
,,,,,,15,14,8
,,,,,,15,15,8
,,,,,,14,16,8
,,,,,,16,4,8
,,,,,,16,3,8
,,,,,,16,3,8
,,,,,,16,2,8
,,,,,,15,2,8
,,,,,,16,15,8
,,,,,,1,1,8
,,,,,,2,1,8
,,,,,,15,1,8
,,,,,,14,0,8
,,,,,,13,0,8
,,,,,,16,12,8
,,,,,,0,13,8
,,,,,,16,13,8
,,,,,,1,14,8
,,,,,,14,15,8
,,,,,,0,3,8
,,,,,,16,3,8
,,,,,,1,2,8
,,,,,,2,1,8
,,,,,,13,0,8
,,,,,,16,12,8
,,,,,,16,13,8
,,,,,,16,14,8
,,,,,,15,14,8
,,,,,,0,3,8
,,,,,,14,16,8
,,,,,,16,16,8
,,,,,,16,4,8
,,,,,,16,3,8
,,,,,,16,3,8
,,,,,,16,2,8
,,,,,,15,2,8
,,,,,,15,1,8
,,,,,,14,1,8
,,,,,,14,0,8
,,,,,,13,0,8
,,,,,,16,13,8
,,,,,,16,13,8
,,,,,,16,14,8
,,,,,,16,14,8
,,,,,,16,14,8
,,,,,,15,14,8
,,,,,,16,15,8
,,,,,,15,15,8
,,,,,,14,15,8
,,,,,,15,16,8
,,,,,,14,16,8
,,,,,,13,16,8
,,,,,,16,11,8
,,,,,,0,12,8
,,,,,,0,13,8
,,,,,,15,14,8
,,,,,,2,15,8
,,,,,,12,16,8
,,,,,,0,4,8
,,,,,,16,4,8
,,,,,,0,3,8
,,,,,,16,3,8
,,,,,,15,3,8
,,,,,,13,16,8
,,,,,,1,2,8
,,,,,,15,2,8
,,,,,,14,2,8
,,,,,,13,1,8
,,,,,,13,0,8
,,,,,,16,11,8
,,,,,,0,12,8
,,,,,,15,13,8
,,,,,,2,14,8
,,,,,,14,14,8
,,,,,,3,15,8
,,,,,,13,15,8
,,,,,,12,16,8
,,,,,,16,5,8
,,,,,,16,4,8
,,,,,,1,3,8
,,,,,,15,3,8
,,,,,,2,2,8
,,,,,,3,1,8
,,,,,,13,1,8
,,,,,,4,0,8
,,,,,,12,0,8
,,,,,,16,11,8
,,,,,,16,12,8
,,,,,,16,12,8
,,,,,,16,13,8
,,,,,,15,13,8
,,,,,,15,14,8
,,,,,,14,15,8
,,,,,,14,15,8
,,,,,,13,16,8
,,,,,,16,5,8
,,,,,,15,2,8
,,,,,,14,2,8
,,,,,,14,1,8
,,,,,,13,1,8
,,,,,,16,12,8
,,,,,,16,12,8
,,,,,,16,13,8
,,,,,,15,13,8
,,,,,,16,14,8
,,,,,,15,14,8
,,,,,,15,14,8
,,,,,,15,15,8
,,,,,,14,15,8
,,,,,,13,15,8
,,,,,,14,16,8
,,,,,,13,16,8
,,,,,,13,16,8
,,,,,,16,10,8
,,,,,,16,11,8
