#PERMISSIVE
BEGIN 9 1
29,0,5,0,0,1,4,1,0,0
29,0,0,3,0,5,1,1,1,3
29,0,5,2,0,1,6,1,1,3
29,0,0,3,0,6,5,1,0,0
29,0,0,1,0,3,2,1,0,0
29,0,1,3,0,6,3,1,1,2
29,0,0,2,0,5,1,1,1,2
29,0,1,0,0,-1,-1,1,1,2
29,0,3,0,0,-1,-1,1,1,1
29,0,5,0,0,2,3,1,0,0
29,0,0,1,0,-1,-1,1,0,0
29,0,0,1,0,1,6,1,0,0
29,0,0,3,0,4,3,1,1,3
29,0,0,3,0,6,5,1,1,2
29,0,0,2,0,3,3,1,0,0
29,0,0,2,0,3,5,1,0,0
29,0,0,0,0,2,3,1,0,0
29,0,0,3,0,2,5,1,1,3
29,0,0,2,0,3,3,1,1,2
29,0,0,3,0,-1,-1,1,0,0
29,0,0,0,0,1,2,1,0,0
29,0,0,2,0,2,4,1,1,3
29,0,1,3,0,6,2,1,1,2
29,0,0,3,0,6,2,1,0,0
29,0,0,1,0,2,2,1,0,0
29,0,0,2,0,1,3,1,1,3
29,0,0,1,0,1,3,1,0,0
29,0,0,3,0,6,3,1,0,0
29,0,0,4,0,-1,-1,1,1,3
29,0,0,2,0,2,3,1,1,3
29,0,6,0,0,-1,-1,1,1,5
29,0,0,3,0,-1,-1,1,1,3
29,0,5,2,0,-1,-1,1,1,5
29,0,5,2,0,1,6,1,0,0
29,0,5,2,0,0,6,1,1,3
29,0,0,1,0,-1,-1,1,1,3
29,0,5,0,0,2,4,1,0,0
29,0,0,1,0,2,3,1,1,3
29,0,3,0,0,-1,-1,1,0,0
29,0,0,2,0,5,1,1,0,0
29,0,3,0,0,2,4,1,0,0
29,0,1,1,0,3,3,1,1,2
29,0,0,2,0,-1,-1,1,0,0
29,0,0,2,0,6,6,1,0,0
29,0,1,1,0,1,4,1,1,3
29,0,0,2,0,-1,-1,1,1,3
29,0,5,2,0,0,5,1,1,2
29,0,0,1,0,2,2,1,1,3
29,0,0,2,0,4,2,1,0,0
29,0,0,2,0,1,4,1,1,3
29,0,0,3,0,3,3,1,1,3
29,0,3,1,0,3,5,1,0,0
29,0,0,2,0,3,2,1,1,3
29,0,0,2,0,4,2,1,1,2
29,0,0,2,0,4,3,1,1,2
29,0,0,1,0,1,3,1,1,3
29,0,0,1,0,1,2,1,1,3
29,0,0,2,0,4,3,1,0,0
29,0,6,1,0,1,3,1,0,0
29,0,0,1,0,2,4,1,0,0
29,0,3,1,0,2,4,1,0,0
29,0,0,1,0,2,3,1,0,0
29,0,0,1,0,1,1,1,1,3
29,0,0,3,0,4,2,1,1,3
29,0,0,2,0,6,3,1,1,4
29,0,0,1,0,0,2,1,1,3
29,0,0,0,0,0,2,1,0,0
29,0,0,1,0,2,1,1,1,3
29,0,0,2,0,6,2,1,1,4
29,0,5,0,0,1,2,1,0,0
29,0,0,2,0,2,2,1,1,3
29,0,0,3,0,6,6,1,1,3
29,0,1,1,0,2,4,1,1,2
