#PERMISSIVE
BEGIN 14 1
36,0,0,0,1,0,1,0,0,0,0,0,0,1,4
36,0,0,0,0,1,0,0,1,0,0,0,0,1,5
36,0,0,0,0,1,0,0,0,0,0,0,0,1,5
36,0,0,0,0,0,1,0,1,0,0,0,0,1,6
36,0,0,0,0,0,0,0,1,0,0,0,0,1,6
36,0,0,0,0,1,0,1,0,0,0,0,0,1,4
36,0,0,0,0,1,1,0,1,0,0,0,0,1,6
36,0,0,0,1,0,0,0,0,0,0,0,0,1,4
36,0,0,0,1,0,1,0,1,0,0,0,0,1,5
36,0,0,0,0,1,0,0,0,1,0,0,0,1,5
36,0,0,0,0,0,0,0,0,1,0,0,0,1,3
36,0,0,0,0,0,0,1,0,0,0,0,0,1,5
36,0,0,0,1,0,0,0,1,0,0,0,0,1,4
36,0,0,0,0,0,1,0,0,1,0,0,0,1,5
36,0,0,0,0,1,1,0,0,0,0,0,0,1,6
36,0,0,0,0,0,0,1,1,0,0,0,0,1,3
