#PERMISSIVE
BEGIN 14 1
31,0,0,0,1,0,1,0,0,0,0,0,0,1,5
31,0,0,0,0,1,1,0,1,0,0,0,0,1,4
31,0,0,0,0,1,0,0,1,0,0,0,0,1,3
31,0,0,0,0,0,0,1,0,1,0,0,0,1,3
31,0,0,0,0,0,1,0,1,0,0,0,0,1,6
31,0,0,0,0,0,0,0,1,0,0,0,0,1,4
31,0,0,0,0,1,0,1,0,0,0,0,0,1,1
31,0,0,0,0,1,1,0,0,1,0,0,0,1,3
31,0,0,0,1,0,1,0,1,0,0,0,0,1,4
31,0,0,0,0,0,1,0,0,0,0,0,0,1,4
31,0,0,0,1,0,0,0,0,1,0,0,0,1,4
31,0,0,0,0,1,0,0,0,1,0,0,0,1,6
31,0,0,0,0,0,0,0,0,1,0,0,0,1,3
31,0,0,0,0,0,0,1,0,0,0,0,0,1,5
31,0,0,0,1,0,0,0,1,0,0,0,0,1,2
31,0,0,0,0,0,1,0,0,1,0,0,0,1,3
