#PERMISSIVE
BEGIN 14 1
37,0,0,0,1,0,1,0,0,0,0,0,0,1,4
37,0,0,0,0,1,1,0,1,0,0,0,0,1,5
37,0,0,0,0,1,0,0,1,0,0,0,0,1,6
37,0,0,0,0,1,0,0,0,0,0,0,0,1,3
37,0,0,0,0,0,1,0,1,0,0,0,0,1,6
37,0,0,0,0,0,0,0,1,0,0,0,0,1,4
37,0,0,0,0,1,0,1,0,0,0,0,0,1,1
37,0,0,0,1,0,1,0,1,0,0,0,0,1,1
37,0,0,0,0,1,0,0,0,1,0,0,0,1,3
37,0,0,0,0,0,0,0,0,1,0,0,0,1,6
37,0,0,0,0,0,0,0,0,0,0,0,0,1,3
37,0,0,0,0,0,1,0,0,1,0,0,0,1,6
37,0,0,0,0,1,1,0,0,0,0,0,0,1,4
37,0,0,0,0,0,0,0,0,0,0,1,0,1,4
37,0,0,0,0,0,0,1,1,0,0,0,0,1,4
37,0,0,0,1,0,0,0,1,0,0,0,0,1,4
