#PERMISSIVE
BEGIN 14 1
28,0,0,0,1,0,1,0,0,0,0,0,0,1,4
28,0,0,0,0,0,0,0,0,0,0,1,0,1,5
28,0,1,0,1,1,0,0,0,1,0,0,0,1,6
28,0,0,0,0,0,1,0,1,0,0,0,0,1,5
28,0,0,0,0,1,0,0,0,0,0,0,0,1,6
28,0,0,0,0,0,1,0,0,0,0,0,0,1,3
28,0,0,0,0,0,0,0,1,0,0,0,0,1,3
28,0,0,0,0,1,0,1,0,0,0,0,0,1,1
28,0,0,0,0,1,1,0,1,0,0,0,0,1,6
28,0,0,0,1,0,0,0,0,0,0,0,0,1,3
28,0,0,0,0,1,1,0,0,1,0,0,0,1,5
28,0,0,0,1,0,1,0,1,0,0,0,0,1,5
28,0,0,0,0,0,0,1,0,0,0,0,0,1,4
28,0,0,0,1,0,0,0,1,0,0,0,0,1,2
28,0,0,0,0,0,0,1,0,1,0,0,0,1,3
28,0,0,0,0,0,1,0,0,1,0,0,0,1,4
28,0,0,0,0,1,1,0,0,0,0,0,0,1,3
28,0,0,0,0,0,0,0,0,0,0,0,0,1,6
