#PERMISSIVE
BEGIN 14 1
4,0,1,0,1,1,0,1,1,1,0,0,0,1,7
4,0,0,0,1,0,0,1,0,0,0,0,0,1,3
4,0,0,0,0,1,1,0,0,0,0,0,0,1,6
4,0,0,0,0,0,1,0,0,1,0,0,0,1,5
4,0,0,0,0,0,0,1,0,1,0,0,0,1,4
4,0,0,0,0,1,1,0,0,1,0,0,0,1,5
4,0,0,0,1,0,0,0,0,0,0,0,0,1,3
4,0,0,0,0,0,0,0,1,0,0,0,0,1,5
4,1,0,0,1,1,0,1,0,0,0,0,0,1,7
4,0,0,0,1,0,1,0,0,1,0,0,0,1,4
4,0,1,0,1,1,0,0,0,1,0,0,0,1,3
4,0,0,0,0,0,1,0,0,0,0,0,0,1,3
4,1,0,0,1,1,1,1,1,0,0,0,0,1,7
4,1,0,0,1,1,0,0,1,0,0,0,0,1,7
4,0,0,0,0,1,0,0,0,0,0,0,0,1,6
4,0,1,0,1,1,1,0,0,1,0,0,0,1,7
4,0,0,0,1,0,0,0,1,0,0,0,0,1,6
4,0,1,0,1,1,0,1,0,0,0,0,0,1,7
4,0,1,0,1,1,0,0,0,0,0,0,0,1,8
4,1,0,0,1,1,1,0,1,0,0,0,0,1,7
4,0,0,0,0,0,0,1,1,0,0,0,0,1,4
4,0,0,0,1,0,0,1,0,1,0,0,0,1,3
4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
4,1,0,0,1,1,1,0,0,0,0,0,0,1,7
4,0,1,0,1,1,0,1,1,0,0,0,0,1,7
4,0,0,0,0,1,0,1,1,0,0,0,0,1,6
4,0,1,0,1,1,1,0,1,1,0,0,0,1,7
4,1,0,0,1,1,0,1,1,0,0,0,0,1,7
4,0,0,0,0,1,0,0,0,1,0,0,0,1,4
4,0,0,0,1,0,0,1,1,0,0,0,0,1,4
4,1,0,0,1,1,1,0,0,1,0,0,0,1,7
4,0,1,0,1,1,0,0,1,1,0,0,0,1,3
