#PERMISSIVE
BEGIN 7 1
19,7,1,1,1,3,3,0
19,7,1,1,1,3,2,1
19,7,1,1,1,2,3,2
19,7,1,1,1,2,2,3
19,7,1,1,0,2,0,4
19,7,1,0,1,0,2,5
19,7,1,1,1,1,2,6
19,7,1,1,1,1,1,7
19,6,0,1,1,3,2,8
19,6,0,1,0,3,0,8
19,6,0,1,1,2,1,8
19,6,0,0,1,0,2,8
19,6,0,1,1,1,2,8
19,6,0,0,1,0,1,8
19,6,0,1,0,1,0,8
19,6,1,1,1,3,3,9
19,6,1,1,1,3,1,10
19,6,1,1,1,2,3,11
19,6,1,1,0,2,0,12
19,6,1,0,0,0,0,13
19,6,1,1,1,1,1,14
19,5,0,0,1,0,2,8
19,5,0,1,1,1,1,8
19,5,1,0,1,0,3,15
19,5,1,1,1,1,2,16
19,5,1,1,1,1,1,17
19,4,0,1,1,3,3,8
19,4,0,1,1,2,3,8
19,4,0,1,1,2,1,8
19,4,0,0,1,0,3,8
19,4,0,0,0,0,0,8
19,4,1,1,1,3,3,18
19,4,1,1,1,3,2,19
19,4,1,1,0,3,0,20
19,4,1,1,1,3,1,21
19,4,1,1,1,2,3,22
19,4,1,1,1,2,2,23
19,4,1,1,0,2,0,24
19,4,1,1,1,1,3,25
19,4,1,0,1,0,2,26
19,4,1,1,1,1,2,27
19,4,1,0,0,0,0,13
19,3,0,1,1,2,2,8
19,3,0,1,1,2,1,8
19,3,0,0,1,0,3,8
19,3,0,0,1,0,2,8
19,3,0,0,1,0,1,8
19,3,0,1,0,1,0,8
19,3,1,1,0,3,0,28
19,3,1,1,1,2,2,29
19,3,1,1,0,2,0,30
19,3,1,1,1,2,1,31
19,3,1,1,1,1,2,32
19,3,1,1,1,1,1,33
19,2,0,1,1,3,3,8
19,2,0,1,1,3,2,8
19,2,0,1,0,3,0,8
19,2,0,1,1,3,1,8
19,2,0,0,1,0,3,8
19,2,0,1,1,1,3,8
19,2,0,1,1,1,2,8
19,2,0,0,0,0,0,8
19,2,0,0,1,0,1,8
19,2,1,1,0,3,0,34
19,2,1,1,1,2,3,35
19,2,1,1,0,2,0,36
19,2,1,0,1,0,3,37
19,4,0,1,1,3,1,8
19,2,1,1,0,1,0,38
19,1,0,1,1,3,1,8
19,1,0,1,1,2,2,8
19,1,0,1,0,2,0,8
19,1,0,1,1,1,2,8
19,1,0,0,1,0,1,8
19,1,1,1,1,1,2,39
19,0,0,1,1,3,3,8
19,0,0,1,0,3,0,8
19,0,0,1,1,3,1,8
19,0,0,1,1,2,3,8
19,0,0,1,0,2,0,8
19,0,0,0,1,0,3,8
19,0,0,0,1,0,2,8
19,0,0,0,0,0,0,8
19,0,1,1,1,3,2,1
19,0,1,1,0,3,0,40
