#PERMISSIVE
BEGIN 9 1
1,0,1,0,1,0,1,0,0,14
1,0,0,1,1,1,1,1,0,14
1,2,1,0,1,0,1,0,0,14
1,1,1,0,1,0,1,0,0,14
1,1,0,1,1,1,1,1,0,14
1,2,0,1,1,1,1,1,0,14
1,7,0,1,1,1,1,0,0,14
1,3,0,1,1,1,1,0,1,14
1,2,0,1,1,1,1,0,1,14
1,2,0,0,1,1,1,0,0,14
1,5,0,1,1,1,1,1,0,14
1,5,0,1,1,1,1,0,1,14
1,2,0,1,1,0,1,0,0,14
1,3,0,1,1,1,0,0,0,14
1,3,0,1,1,1,1,0,0,14
1,3,0,0,0,1,1,0,0,14
1,4,0,1,1,1,1,1,0,14
1,0,0,0,0,1,1,0,0,14
1,5,0,1,1,0,1,0,0,14
1,2,0,0,0,1,1,0,0,14
1,6,0,1,0,1,1,0,0,14
1,2,0,1,1,1,0,0,0,14
1,5,0,1,0,1,0,0,1,14
1,5,0,1,0,1,1,0,0,14
1,4,0,1,0,1,0,0,1,14
1,2,0,1,1,0,0,0,0,14
1,3,0,1,1,0,1,0,0,14
1,5,0,0,1,1,1,0,0,14
1,3,0,1,0,1,1,0,0,14
1,2,0,1,0,1,1,0,0,14
1,1,0,1,1,1,1,0,1,14
1,5,0,1,1,1,0,0,0,14
1,0,0,1,1,1,1,0,1,14
1,2,0,1,0,1,0,0,1,14
1,4,0,1,1,1,0,0,0,14
0,7,0,1,0,1,0,0,0,14
1,5,0,1,1,1,1,0,0,14
1,0,0,1,0,1,1,0,0,14
1,7,0,1,0,1,0,0,0,14
1,4,0,1,0,1,1,0,0,14
1,3,0,1,1,0,0,0,0,14
1,6,0,1,1,1,0,0,0,14
1,1,0,1,1,1,1,0,0,14
1,4,0,1,1,1,1,0,0,14
1,1,0,1,0,1,0,0,1,14
1,1,0,1,1,0,0,0,0,14
1,1,0,1,0,1,1,0,0,14
1,1,0,1,1,1,0,0,0,14
1,1,0,0,0,1,1,0,0,14
1,3,0,1,1,1,1,1,0,14
1,1,0,1,1,0,1,0,0,14
1,3,1,0,1,0,1,0,0,14
1,2,0,1,1,1,1,0,0,14
1,0,0,1,1,1,1,0,0,14
1,6,0,1,1,1,1,0,0,14
1,0,0,1,0,1,0,0,1,14
1,0,0,1,1,1,0,0,0,14
1,0,0,1,1,0,1,0,0,14
1,0,0,0,1,1,1,0,0,14
1,0,0,1,1,0,0,0,0,14
1,4,0,1,1,1,1,0,1,14
1,1,0,0,1,1,1,0,0,14
1,3,0,1,0,1,0,0,1,14
1,3,0,0,1,1,1,0,0,14
1,4,0,0,1,1,1,0,0,14
1,4,0,1,1,0,1,0,0,14

