#PERMISSIVE
BEGIN 9 1
,0,1,0,1,0,1,0,0,30
,0,0,1,1,1,1,1,0,30
,1,0,1,1,1,1,1,0,30
,7,1,0,1,0,1,0,0,30
,2,0,1,1,1,1,1,0,30
,8,1,0,1,0,1,0,0,30
,3,1,0,1,0,1,0,0,30
,9,1,0,1,0,1,0,0,30
,11,1,0,1,0,1,0,0,30
,13,0,1,1,1,1,1,0,30
,2,1,0,1,0,1,0,0,30
,13,0,1,1,0,1,0,0,30
,14,0,1,1,0,1,0,0,30
,0,0,1,1,0,0,0,0,30
,0,0,0,1,1,1,0,0,30
,8,0,1,1,1,1,1,0,30
,0,0,1,1,1,1,0,1,30
,0,0,1,1,1,0,0,0,30
,0,0,1,1,1,1,0,0,30
,0,0,1,0,1,1,0,0,30
,10,0,0,1,1,1,0,0,30
,10,0,1,1,0,1,0,0,30
,7,0,1,0,1,0,0,1,30
,8,0,1,0,1,0,0,1,30
,9,0,1,0,1,0,0,1,30
,4,0,1,1,1,1,0,1,30
,5,0,1,1,1,1,0,1,30
,11,0,1,1,1,1,1,0,30
,12,0,1,1,0,1,0,0,30
,10,0,1,0,1,0,0,1,30
,16,0,1,1,1,1,0,1,30
,0,0,1,1,0,1,0,0,30
,10,1,0,1,0,1,0,0,30
,1,0,1,0,1,0,0,1,30
,2,0,1,1,1,1,0,1,30
,12,0,1,0,1,0,0,1,30
,1,1,0,1,0,1,0,0,30
,6,1,0,1,0,1,0,0,30
,19,0,1,0,1,0,0,0,30
,9,0,1,1,1,1,0,1,30
,14,0,1,0,1,0,0,1,30
,14,0,0,1,1,1,0,0,30
,3,0,1,0,1,0,0,1,30
,6,0,1,1,1,1,0,1,30
,16,0,1,0,1,0,0,1,30
,7,0,1,1,1,1,0,1,30
,13,0,1,0,1,0,0,1,30
,10,0,1,1,1,1,1,0,30
,15,0,1,0,1,0,0,1,30
,4,0,1,1,1,1,1,0,30
,13,0,0,1,1,1,0,0,30
,11,0,1,1,1,1,0,1,30
,8,0,1,1,1,1,0,1,30
,4,0,1,0,1,0,0,1,30
,0,0,0,0,1,1,0,0,30
,11,0,0,1,1,1,0,0,30
,15,0,0,1,1,1,0,0,30
,11,0,1,0,1,0,0,1,30
,10,0,1,1,1,1,0,1,30
,7,0,1,1,1,1,1,0,30
,4,1,0,1,0,1,0,0,30
,12,0,1,1,1,1,1,0,30
,17,0,1,1,1,1,0,1,30
,6,0,1,0,1,0,0,1,30
,15,0,1,1,0,1,0,0,30
,11,0,1,1,0,1,0,0,30
,15,0,1,1,1,1,0,1,30
,6,0,1,1,1,1,1,0,30
,5,0,1,0,1,0,0,1,30
,5,1,0,1,0,1,0,0,30
,14,0,1,1,1,1,0,1,30
,3,0,1,1,1,1,1,0,30
,5,0,1,1,1,1,1,0,30
,2,0,1,0,1,0,0,1,30
,13,0,1,1,1,1,0,1,30
,12,0,0,1,1,1,0,0,30
,3,0,1,1,1,1,0,1,30
,0,0,1,0,1,0,0,1,30
,12,0,1,1,1,1,0,1,30
,9,0,1,1,1,1,1,0,30
,17,0,1,0,1,0,0,1,30
,1,0,1,1,1,1,0,1,30

