#PERMISSIVE
BEGIN 9 1
,10,0,1,1,1,1,0,0,3
,19,0,1,1,1,1,0,0,1
,10,0,1,1,1,1,0,1,2
,9,0,1,1,1,1,0,1,2
,11,0,1,1,1,1,0,0,1
,11,0,1,1,1,1,0,1,2
,12,0,1,1,1,1,0,0,3
,13,0,1,1,1,1,0,0,3
,14,0,1,1,1,1,0,0,1
,15,0,1,1,1,1,0,0,3
,16,0,1,1,1,1,0,0,1
,17,0,1,1,1,1,0,0,1
,18,0,1,1,1,0,0,0,1
,19,0,1,0,1,0,0,0,3
,19,0,1,0,1,0,0,0,4
,8,0,1,1,1,1,0,1,2
,7,0,1,1,1,1,0,1,2
,8,0,1,1,1,1,0,0,3
,9,0,1,1,1,1,0,0,1
,6,0,1,1,1,1,0,1,2
,5,0,1,1,1,1,0,1,2
,6,0,1,1,1,1,0,0,5
,4,0,1,1,1,1,0,1,2
,3,0,1,1,1,1,0,1,2
,4,0,1,1,1,1,0,0,1
,5,0,1,1,1,1,0,0,6
,7,0,1,1,1,1,0,0,5
,2,0,1,1,1,1,0,1,2
,3,0,1,1,1,1,0,0,1

