#PERMISSIVE
BEGIN 8 1
1,0,1,0,0,1,0,0,0
1,0,1,0,1,0,0,12,1
1,0,0,1,1,0,12,12,2
1,0,1,0,0,0,0,12,3
1,0,1,0,0,1,1,12,3
1,0,1,0,0,1,12,1,2
1,0,1,0,0,0,12,0,2
1,0,1,0,1,0,1,12,1
1,0,1,0,1,0,11,12,1
1,0,1,0,1,0,0,1,1
1,0,1,0,1,0,12,1,2
1,0,1,0,1,0,11,0,1
1,0,0,0,1,0,12,12,2
1,0,0,1,1,0,12,1,2
1,0,0,1,0,0,12,12,2
1,0,0,1,0,1,11,12,1
1,0,1,0,0,1,0,10,3
1,0,1,0,0,1,12,10,2
1,0,1,0,0,0,0,11,3
1,0,1,0,0,0,1,12,3
1,0,1,0,0,1,0,2,0
1,0,1,0,0,1,12,2,2
1,0,1,0,0,0,12,1,2
1,0,1,0,0,0,1,0,0
1,0,1,0,1,0,0,10,1
1,0,1,0,1,0,12,10,2
1,0,1,0,1,0,1,11,1
1,0,1,0,1,0,11,11,1
1,0,1,0,1,0,2,12,1
1,0,1,0,1,0,11,1,1
1,0,0,1,1,0,12,10,2
1,0,0,1,1,0,11,11,1
1,0,0,0,1,0,11,12,1
1,0,0,0,1,0,12,1,2
1,0,0,1,0,1,12,10,2
1,0,0,1,0,0,12,11,2
1,0,0,0,0,0,12,12,2
1,0,0,1,0,0,11,12,1
1,0,1,0,0,1,0,9,3
1,0,1,0,0,0,0,10,3
1,0,1,0,0,0,12,10,2
1,0,1,0,1,0,12,11,2
1,0,1,0,0,0,1,11,3
1,0,1,0,0,1,2,11,3
1,0,1,0,0,0,10,12,1
1,0,1,0,1,0,10,0,1
1,0,1,0,0,1,0,3,0
1,0,1,0,0,0,0,2,0
1,0,1,0,0,1,1,2,0
1,0,1,0,0,0,12,2,2
1,0,1,0,0,1,11,2,1
1,0,1,0,0,0,2,0,4
1,0,1,0,0,0,2,12,5
1,0,1,0,1,0,12,3,2
1,0,1,0,1,0,2,1,1
1,0,1,0,1,0,3,0,1
1,0,0,1,1,0,12,9,2
1,0,0,0,1,0,12,10,2
1,0,0,1,1,0,10,11,1
1,0,0,1,1,0,9,12,1
1,0,0,0,1,0,10,0,1
1,0,0,1,1,0,9,0,1
1,0,0,1,0,1,12,9,2
1,0,0,0,0,1,12,10,2
1,0,0,1,0,0,12,10,2
1,0,0,1,0,1,11,10,1
1,0,0,0,0,1,11,11,1
1,0,0,1,0,0,11,11,1
1,0,0,1,0,1,10,11,6
1,0,0,0,0,1,10,12,7
1,0,1,0,1,0,9,0,1
1,0,0,1,0,1,9,12,8
1,0,1,0,0,1,12,8,2
1,0,1,0,0,0,0,9,3
1,0,1,0,0,1,1,9,3
1,0,1,0,0,0,12,9,2
1,0,1,0,0,0,1,10,3
1,0,1,0,0,1,2,10,3
1,0,1,0,0,0,11,10,1
1,0,1,0,0,0,2,11,3
1,0,1,0,0,1,3,11,3
1,0,1,0,0,0,10,11,1
1,0,0,0,1,0,11,11,1
1,0,1,0,0,1,4,12,9
1,0,1,0,0,1,8,12,1
1,0,1,0,0,0,12,3,2
1,0,1,0,0,1,2,2,0
1,0,1,0,0,0,11,2,1
1,0,1,0,1,0,12,12,2
1,0,1,0,0,0,9,0,1
1,0,1,0,0,1,8,0,1
1,0,1,0,1,0,0,8,1
1,0,1,0,1,0,12,8,2
1,0,1,0,1,0,1,9,1
1,0,1,0,1,0,2,10,1
1,0,1,0,1,0,9,11,1
1,0,1,0,1,0,8,12,1
1,0,1,0,1,0,0,4,1
1,0,1,0,1,0,12,4,2
1,0,1,0,1,0,1,3,1
1,0,1,0,0,1,1,0,0
1,0,1,0,1,0,2,2,1
1,0,1,0,1,0,9,1,1
1,0,0,1,1,0,12,8,2
1,0,0,0,1,0,11,10,1
1,0,0,1,1,0,10,10,1
1,0,0,0,1,0,9,12,1
1,0,0,1,1,0,8,12,10
1,0,0,0,1,0,12,3,2
1,0,0,1,1,0,11,3,1
1,0,0,0,1,0,11,2,1
1,0,0,1,1,0,10,2,1
1,0,0,0,1,0,10,1,1
1,0,0,1,1,0,9,1,11
1,0,0,0,1,0,9,0,1
1,0,0,1,1,0,8,0,12
1,0,1,0,0,0,11,0,1
1,0,0,1,0,1,12,8,2
1,0,0,0,0,1,12,9,2
1,0,0,0,0,0,12,10,2
1,0,0,0,0,1,11,10,1
1,0,0,1,0,0,11,10,1
1,0,0,1,0,1,10,10,13
1,0,0,0,0,0,11,11,1
1,0,0,0,0,1,10,11,6
1,0,0,1,0,1,9,11,14
1,0,0,0,0,0,10,12,7
1,0,0,1,0,1,8,12,15
1,0,1,0,1,0,10,11,1
1,0,1,0,0,1,12,7,2
1,0,1,0,0,0,0,8,3
