#PERMISSIVE
BEGIN 9 1
1,1,1,1,1,1,1,1,0,0
1,1,1,1,1,1,1,1,1,0
1,1,1,1,0,1,1,1,0,0
1,1,1,1,1,0,0,1,1,0
1,1,1,0,1,1,0,1,1,0
1,1,1,0,1,1,1,1,1,0
1,1,1,0,1,1,1,0,1,8
1,1,1,1,0,0,1,1,1,0
1,1,1,1,1,0,1,1,0,0
1,1,1,0,0,0,0,0,0,2
1,1,1,0,1,0,1,1,1,0
1,1,1,1,0,0,1,0,1,9
1,1,1,0,1,0,0,1,1,0
1,1,1,0,1,0,1,0,1,8
1,1,1,0,1,1,0,0,1,8
1,1,1,0,0,1,0,1,1,0
1,1,1,0,0,1,0,1,0,0
1,1,1,1,0,0,0,1,1,0
1,1,1,0,0,1,1,1,1,0
1,1,1,0,0,0,0,1,0,0
1,1,1,0,0,0,0,0,1,4
1,1,1,1,0,1,0,1,1,0
1,1,1,0,0,0,1,1,0,0
1,1,1,1,0,0,0,1,0,0
1,1,1,1,0,0,0,0,1,4
1,1,1,1,1,1,1,0,1,9
1,1,1,1,0,1,1,0,1,9
1,1,1,0,0,0,1,0,1,8
1,1,1,0,0,1,0,0,1,8
1,1,1,0,0,0,0,1,1,0
1,1,1,0,0,1,1,0,1,8
1,1,1,1,1,0,0,0,1,9
1,1,1,0,1,0,0,1,0,0
1,1,1,0,1,0,1,1,0,0
1,1,1,0,0,1,1,1,0,0
1,1,1,1,0,0,1,1,0,0
1,1,1,1,1,0,1,0,1,9
1,1,1,0,0,0,1,1,1,0
1,1,1,0,1,1,0,1,0,0
1,1,1,1,1,0,0,1,0,0
1,1,1,1,0,1,0,1,0,0
1,1,1,0,1,0,0,0,1,8
1,1,1,1,1,0,1,1,1,0
1,1,1,1,1,1,0,1,0,0
1,1,1,1,0,1,1,1,1,0
1,1,1,1,1,1,0,1,1,0
1,1,1,1,0,1,0,0,1,9
1,1,1,1,1,1,0,0,1,9
1,1,1,0,1,1,1,1,0,0

