#PERMISSIVE
BEGIN 9 1
12,0,4,1,0,4,4,1,1,6
12,0,5,2,0,3,3,1,1,1
12,0,4,2,0,3,4,1,1,1
12,0,3,0,0,1,1,1,1,4
12,0,5,1,0,4,1,1,1,6
12,0,4,1,0,4,3,1,1,4
12,0,4,1,0,5,3,1,1,2
12,0,4,1,0,2,3,1,0,0
12,0,5,1,0,3,2,1,1,6
12,0,4,1,0,0,2,1,0,6
12,0,3,0,0,4,3,1,1,6
12,0,4,2,0,2,3,1,1,1
12,0,5,1,0,-1,-1,1,1,3
12,0,5,0,0,-1,-1,1,0,0
12,0,4,0,0,2,2,1,0,6
12,0,3,0,0,5,3,1,1,6
12,0,4,1,0,-1,-1,1,1,2
12,0,5,1,0,4,3,1,0,0
12,0,4,0,0,4,1,1,1,4
12,0,3,0,0,-1,-1,1,0,0
12,0,4,1,0,2,4,1,1,6
12,0,4,2,0,-1,-1,1,1,1
12,0,3,3,0,1,1,1,1,7
12,0,5,0,0,4,1,1,0,6
12,0,5,2,0,-1,-1,1,1,3
12,0,4,2,0,-1,-1,1,0,0
12,0,4,1,0,3,4,1,1,6
12,0,4,1,0,-1,-1,1,0,0
12,0,4,0,0,5,2,1,1,4
